CNN-2:
[Epoch, Loss, Notredame accuracy, Yosemite accuracy]
[0, 1.0165132284164429, 0.2782, , 0.33948],
[1, 0.9966050982475281, 0.23066, , 0.25806],
[2, 0.9387325048446655, 0.1862, , 0.21994],
[3, 0.9339228272438049, 0.15514, , 0.20032],
[4, 0.9234424829483032, 0.14396, , 0.18318],
[5, 0.9134621024131775, 0.1307, , 0.18054],
[6, 0.9038511514663696, 0.1231, , 0.16016],
[7, 0.909701943397522, 0.11336, , 0.1576],
[8, 0.906091570854187, 0.10592, , 0.1496],
[9, 0.8689393997192383, 0.09836, , 0.1426],
[10, 0.8823140263557434, 0.09196, , 0.13808],
[11, 0.8748160600662231, 0.09074, , 0.13842],
[12, 0.8620530962944031, 0.08432, , 0.12988],
[13, 0.8665233254432678, 0.07774, , 0.1247],
[14, 0.8596360683441162, 0.07636, , 0.12572],
[15, 0.8691062927246094, 0.074, , 0.1215],
[16, 0.8646882176399231, 0.07304, , 0.11834],
[17, 0.8176236748695374, 0.07154, , 0.11928],
[18, 0.8616605997085571, 0.07006, , 0.11622],
[19, 0.8547006845474243, 0.0697, , 0.11744],
