CNN-2:
[Epoch, Loss, Notredame accuracy, Yosemite accuracy]
[0, 1.0380419492721558, 0.34414, , 0.38986],
[1, 1.0102620124816895, 0.31482, , 0.34088],
[2, 0.9934220314025879, 0.3067, , 0.35266],
[3, 0.9705758690834045, 0.473, , 0.49746],
[4, 0.9555816054344177, 0.29338, , 0.3336],
[5, 0.9299628734588623, 0.31706, , 0.36264],
[6, 0.9295914769172668, 0.42638, , 0.45612],
[7, 0.9330903887748718, 0.42812, , 0.44824],
[8, 0.9157789945602417, 0.21424, , 0.2601],
[9, 0.9243161082267761, 0.3414, , 0.36688],
[10, 0.8938628435134888, 0.43806, , 0.45838],
[11, 0.8697565793991089, 0.30754, , 0.30784],
[12, 0.882936954498291, 0.27152, , 0.29762],
[13, 0.8735400438308716, 0.20726, , 0.23058],
[14, 0.8759925365447998, 0.2545, , 0.27482],
[15, 0.8608449101448059, 0.22378, , 0.242],
[16, 0.8586029410362244, 0.25582, , 0.28778],
[17, 0.8594399094581604, 0.21174, , 0.24688],
[18, 0.8744965195655823, 0.1802, , 0.22782],
[19, 0.8657278418540955, 0.26948, , 0.28726],
[20, 0.8540403246879578, 0.20078, , 0.24826],
[21, 0.8364452123641968, 0.16356, , 0.1909],
[22, 0.8327458500862122, 0.16398, , 0.2023],
[23, 0.8457244634628296, 0.14406, , 0.18922],
[24, 0.8334572315216064, 0.16236, , 0.2063],
[25, 0.8314842581748962, 0.14904, , 0.18584],
[26, 0.8281869888305664, 0.19678, , 0.21646],
[27, 0.8295907378196716, 0.1527, , 0.19496],
[28, 0.8315845727920532, 0.1442, , 0.1741],
[29, 0.8243169188499451, 0.1498, , 0.19026],
[30, 0.8245121836662292, 0.17322, , 0.19092],
[31, 0.8209133148193359, 0.10998, , 0.14768],
[32, 0.8330745697021484, 0.0798, , 0.11666],
[33, 0.818982720375061, 0.13986, , 0.18178],
[34, 0.8337307572364807, 0.12006, , 0.15872],
[35, 0.8111658692359924, 0.1104, , 0.16518],
[36, 0.8205484747886658, 0.09714, , 0.13966],
[37, 0.8209490776062012, 0.0868, , 0.12922],
[38, 0.8204188346862793, 0.09648, , 0.12818],
[39, 0.8101626634597778, 0.07686, , 0.11856],
[40, 0.8073861598968506, 0.08648, , 0.12944],
[41, 0.801578164100647, 0.08534, , 0.12156],
[42, 0.8026615381240845, 0.08992, , 0.13352],
[43, 0.7916581034660339, 0.06918, , 0.11766],
[44, 0.8174830675125122, 0.07144, , 0.12356],
[45, 0.8017594814300537, 0.06504, , 0.10818],
[46, 0.8184322714805603, 0.06316, , 0.10204],
[47, 0.7974803447723389, 0.06184, , 0.10552],
[48, 0.8104503154754639, 0.05862, , 0.0947],
[49, 0.782816469669342, 0.06204, , 0.10584],
