CNN-3:
[Epoch, Loss, Notredame accuracy, Yosemite accuracy]
[0, 1.0111452341079712, 0.2562, , 0.29826],
[1, 0.9648193717002869, 0.20584, , 0.25512],
[2, 0.9322852492332458, 0.18434, , 0.22326],
[3, 0.9210973978042603, 0.16332, , 0.20046],
[4, 0.9027734398841858, 0.15064, , 0.18916],
[5, 0.8923630118370056, 0.13562, , 0.1838],
[6, 0.8844387531280518, 0.12178, , 0.17198],
[7, 0.8632804751396179, 0.10968, , 0.14668],
[8, 0.8696225881576538, 0.0945, , 0.14032],
[9, 0.8613787293434143, 0.0923, , 0.13312],
[10, 0.8620697259902954, 0.08226, , 0.12232],
[11, 0.8387869000434875, 0.07228, , 0.12064],
[12, 0.8379355669021606, 0.08008, , 0.12628],
[13, 0.8122919797897339, 0.06442, , 0.11074],
[14, 0.8266908526420593, 0.06954, , 0.1123],
[15, 0.8297634124755859, 0.06406, , 0.10456],
[16, 0.8243516087532043, 0.06138, , 0.10236],
[17, 0.8142837882041931, 0.0613, , 0.11538],
[18, 0.8067570328712463, 0.05498, , 0.0885],
[19, 0.8145327568054199, 0.05674, , 0.10158],
[20, 0.8137518167495728, 0.06202, , 0.10438],
[21, 0.8051268458366394, 0.0625, , 0.1112],
[22, 0.8009172677993774, 0.0515, , 0.09288],
[23, 0.7960723638534546, 0.0504, , 0.0924],
[24, 0.8160470128059387, 0.05286, , 0.09612],
[25, 0.7955342531204224, 0.0531, , 0.09158],
[26, 0.8002009987831116, 0.04698, , 0.09616],
[27, 0.8093528151512146, 0.05548, , 0.08984],
[28, 0.7994667291641235, 0.0553, , 0.09678],
[29, 0.7869732975959778, 0.04994, , 0.08812],
[30, 0.7918769121170044, 0.0496, , 0.08128],
[31, 0.7970798015594482, 0.05058, , 0.08782],
[32, 0.7994317412376404, 0.04494, , 0.08512],
[33, 0.8065252900123596, 0.04214, , 0.08682],
[34, 0.8010128140449524, 0.04878, , 0.09658],
[35, 0.7971630096435547, 0.04504, , 0.088],
[36, 0.782758355140686, 0.04212, , 0.0812],
[37, 0.7823945879936218, 0.04668, , 0.08408],
[38, 0.7757132053375244, 0.04164, , 0.08378],
[39, 0.7919081449508667, 0.03856, , 0.08428],
[40, 0.7820319533348083, 0.03994, , 0.08068],
[41, 0.7851243019104004, 0.04022, , 0.0781],
[42, 0.7830435037612915, 0.0428, , 0.0791],
[43, 0.7794503569602966, 0.03798, , 0.07658],
[44, 0.7798224687576294, 0.04212, , 0.08472],
[45, 0.7706694602966309, 0.04116, , 0.07766],
[46, 0.767894983291626, 0.0409, , 0.07966],
[47, 0.7668484449386597, 0.03888, , 0.07486],
[48, 0.7777698636054993, 0.03914, , 0.07612],
[49, 0.7709680199623108, 0.03888, , 0.07512],
