CNN-1:
[Epoch, Loss, Notredame accuracy, Yosemite accuracy]
[0, 2.1654090881347656, 0.9542, , 0.9541],
[1, 2.1583101749420166, 0.9533, , 0.95338],
[2, 2.1438002586364746, 0.9506, , 0.9508],
[3, 2.153944730758667, 0.95138, , 0.95394],
[4, 2.169548988342285, 0.95322, , 0.95392],
[5, 2.175489664077759, 0.9526, , 0.95484],
[6, 2.1867852210998535, 0.95298, , 0.95266],
[7, 2.1845200061798096, 0.95248, , 0.9544],
[8, 2.1856982707977295, 0.95238, , 0.95166],
[9, 2.1729395389556885, 0.95572, , 0.95424],
[10, 2.162715196609497, 0.95472, , 0.95482],
[11, 2.1807808876037598, 0.95322, , 0.95396],
[12, 2.1646780967712402, 0.95386, , 0.9538],
[13, 2.16343092918396, 0.95502, , 0.95424],
[14, 2.1854236125946045, 0.95562, , 0.95388],
[15, 2.1583878993988037, 0.95338, , 0.9549],
[16, 2.2151107788085938, 0.95418, , 0.95356],
[17, 2.1523325443267822, 0.95464, , 0.95348],
[18, 2.198150873184204, 0.95438, , 0.95384],
[19, 2.1349828243255615, 0.9536, , 0.95422],
