CNN-1:
[Epoch, Loss, Notredame accuracy, Yosemite accuracy]
[0, 1.0155624151229858, 0.24802, , 0.31886],
[1, 0.9746782779693604, 0.20318, , 0.26434],
[2, 0.9499031901359558, 0.1842, , 0.25472],
[3, 0.9384185671806335, 0.16788, , 0.2105],
[4, 0.9207171201705933, 0.15892, , 0.21802],
[5, 0.9056858420372009, 0.14452, , 0.19756],
[6, 0.8907759189605713, 0.13486, , 0.19348],
[7, 0.9139850735664368, 0.12392, , 0.17596],
[8, 0.8965303301811218, 0.11866, , 0.16314],
[9, 0.8760313391685486, 0.11282, , 0.1716],
[10, 0.8814371824264526, 0.10854, 
